"","ID","sample","Age","domain","propImmediate"
"1250",2065,"Replication",53,"Social",1
"1251",2066,"Replication",20,"Social",0.976190476190476
"1252",2067,"Replication",40,"Social",1
"1253",2068,"Replication",20,"Social",1
"1254",2069,"Replication",64,"Social",0.833333333333333
"1255",2070,"Replication",42,"Social",0.0238095238095238
"1256",2071,"Replication",56,"Social",1
"1257",2072,"Replication",33,"Social",0
"1258",2073,"Replication",60,"Social",0.666666666666667
"1259",2074,"Replication",64,"Social",1
"1260",2075,"Replication",28,"Social",0
"1261",2076,"Replication",70,"Social",0.5
"1262",2077,"Replication",40,"Social",0.357142857142857
"1263",2078,"Replication",27,"Social",1
"1264",2079,"Replication",23,"Social",0.571428571428571
"1265",2080,"Replication",46,"Social",1
"1266",2081,"Replication",81,"Social",0.523809523809524
"1267",2082,"Replication",78,"Social",1
"1268",2083,"Replication",53,"Social",0.904761904761905
"1269",2084,"Replication",22,"Social",1
"1270",2085,"Replication",64,"Social",0.738095238095238
"1271",2086,"Replication",45,"Social",1
"1272",2087,"Replication",26,"Social",0.976190476190476
"1273",2088,"Replication",60,"Social",0.571428571428571
"1274",2089,"Replication",72,"Social",0.928571428571429
"1275",2090,"Replication",67,"Social",0.261904761904762
"1276",2091,"Replication",37,"Social",0.80952380952381
"1277",2092,"Replication",74,"Social",0.857142857142857
"1278",2093,"Replication",71,"Social",0.476190476190476
"1279",2094,"Replication",34,"Social",1
"1280",2095,"Replication",54,"Social",1
"1281",2096,"Replication",45,"Social",0.80952380952381
"1282",2097,"Replication",45,"Social",1
"1283",2098,"Replication",71,"Social",1
"1284",2099,"Replication",48,"Social",0.119047619047619
"1285",2100,"Replication",73,"Social",0.976190476190476
"1286",2101,"Replication",53,"Social",0.166666666666667
"1287",2102,"Replication",40,"Social",0.976190476190476
"1288",2103,"Replication",55,"Social",0.976190476190476
"1289",2104,"Replication",26,"Social",0.976190476190476
"1290",2105,"Replication",28,"Social",0.738095238095238
"1291",2106,"Replication",70,"Social",1
"1292",2107,"Replication",37,"Social",0.666666666666667
"1293",2108,"Replication",58,"Social",0.976190476190476
"1294",2109,"Replication",30,"Social",0.571428571428571
"1295",2110,"Replication",61,"Social",1
"1296",2111,"Replication",80,"Social",1
"1297",2112,"Replication",35,"Social",1
"1298",2113,"Replication",24,"Social",0
"1299",2114,"Replication",33,"Social",0.833333333333333
"1300",2115,"Replication",68,"Social",1
"1301",2116,"Replication",29,"Social",1
"1302",2117,"Replication",26,"Social",0.19047619047619
"1303",2118,"Replication",60,"Social",1
"1304",2119,"Replication",52,"Social",0.80952380952381
"1305",2120,"Replication",50,"Social",0.833333333333333
"1306",2121,"Replication",47,"Social",1
"1307",2122,"Replication",84,"Social",1
"1308",2123,"Replication",27,"Social",1
"1309",2124,"Replication",66,"Social",1
"1310",2125,"Replication",20,"Social",0.0238095238095238
"1311",2126,"Replication",29,"Social",0.976190476190476
"1312",2127,"Replication",36,"Social",0.0952380952380952
"1313",2128,"Replication",69,"Social",1
"1314",2129,"Replication",66,"Social",0.738095238095238
"1315",2130,"Replication",36,"Social",1
"1316",2131,"Replication",45,"Social",0.928571428571429
"1317",2132,"Replication",67,"Social",1
"1318",2133,"Replication",35,"Social",1
"1319",2134,"Replication",18,"Social",0
"1320",2135,"Replication",44,"Social",1
"1321",2136,"Replication",32,"Social",0.547619047619048
"1322",2137,"Replication",35,"Social",0.571428571428571
"1323",2138,"Replication",22,"Social",0.619047619047619
"1324",2139,"Replication",47,"Social",0.428571428571429
"1325",2140,"Replication",66,"Social",1
"1326",2141,"Replication",50,"Social",1
"1327",2142,"Replication",29,"Social",0.214285714285714
"1328",2143,"Replication",62,"Social",0
"1329",2144,"Replication",49,"Social",0.976190476190476
"1330",2145,"Replication",65,"Social",1
"1331",2146,"Replication",18,"Social",0.142857142857143
"1332",2147,"Replication",34,"Social",1
"1333",2148,"Replication",18,"Social",0.0476190476190476
"1334",2149,"Replication",61,"Social",0.976190476190476
"1335",2150,"Replication",69,"Social",0.976190476190476
"1336",2151,"Replication",52,"Social",0.0238095238095238
"1337",2152,"Replication",71,"Social",1
"1338",2153,"Replication",40,"Social",0.714285714285714
"1339",2154,"Replication",22,"Social",1
"1340",2155,"Replication",71,"Social",1
"1341",2156,"Replication",58,"Social",0.976190476190476
"1342",2157,"Replication",51,"Social",0.952380952380952
"1343",2158,"Replication",52,"Social",1
"1344",2159,"Replication",31,"Social",1
"1345",2160,"Replication",54,"Social",1
"1346",2161,"Replication",25,"Social",1
"1347",2162,"Replication",67,"Social",1
"1348",2163,"Replication",49,"Social",1
"1349",2164,"Replication",53,"Social",0.0238095238095238
"1350",2165,"Replication",21,"Social",0.952380952380952
"1351",2166,"Replication",44,"Social",1
"1352",2167,"Replication",63,"Social",0.976190476190476
"1353",2168,"Replication",19,"Social",0.976190476190476
"1354",2169,"Replication",43,"Social",0.30952380952381
"1355",2170,"Replication",67,"Social",1
"1356",2171,"Replication",21,"Social",0.452380952380952
"1357",2172,"Replication",31,"Social",0.30952380952381
"1358",2173,"Replication",31,"Social",0.0238095238095238
"1359",2174,"Replication",71,"Social",0.738095238095238
"1360",2175,"Replication",18,"Social",0.261904761904762
"1361",2176,"Replication",31,"Social",0.80952380952381
"1362",2177,"Replication",45,"Social",1
"1363",2178,"Replication",65,"Social",1
"1364",2179,"Replication",52,"Social",0.666666666666667
"1365",2180,"Replication",49,"Social",0.619047619047619
"1366",2181,"Replication",33,"Social",0.595238095238095
"1367",2182,"Replication",77,"Social",0.30952380952381
"1368",2183,"Replication",47,"Social",1
"1369",2184,"Replication",28,"Social",1
"1370",2185,"Replication",46,"Social",1
"1371",2186,"Replication",81,"Social",1
"1372",2187,"Replication",46,"Social",0.0476190476190476
